編號,地震時間,經度,緯度,規模,深度,位置,震度
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),1
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),1
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),2
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),1
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),2
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),2
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),2
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),3
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),2
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),1
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),2
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),3
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),3
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),3
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),6
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),3
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),1
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),4
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),1
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),1
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),2
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),2
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),2
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),4
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),3
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),1
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),3
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),1
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),4
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),3
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),1
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),2
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),4
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),3
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),1
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),3
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),4
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),3
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),2
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),2
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),3
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),2
小區域有感地震,2020-05-09 13:45:16,121.71,23.83,4.5,44.9,花蓮縣政府南偏東方  19.5  公里 (位於臺灣東部海域)(臺灣東部海域),4
小區域有感地震,2020-05-06 21:00:33,121.67,24.16,3.9,14.1,花蓮縣政府北偏東方  20.0  公里 (位於花蓮縣近海)(花蓮縣近海),2
小區域有感地震,2020-05-06 11:25:08,121.67,23.97,3.9,41.6,花蓮縣政府東偏南方  5.2  公里 (位於花蓮縣近海)(花蓮縣近海),4
025   ,2020-05-03 11:24:40,121.61,23.23,5.9,40.4,臺東縣政府東北方  70.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-01 14:23:52,121.83,24.41,3.5,14.5,宜蘭縣政府南偏東方  35.8  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-26 01:20:47,121.39,23.42,3.6,9.7,花蓮縣政府南偏西方  67.2  公里 (位於花蓮縣玉里鎮)(花蓮縣玉里鎮),4
小區域有感地震,2020-05-25 10:09:59,121.96,24.35,3.5,15.2,宜蘭縣政府南偏東方  47.3  公里 (位於臺灣東部海域)(臺灣東部海域),2
026   ,2020-05-25 06:31:30,121.95,24.35,5.2,17.6,宜蘭縣政府南偏東方  46.7  公里 (位於臺灣東部海域)(臺灣東部海域),2
小區域有感地震,2020-05-23 10:41:12,121.88,24.44,3.4,10.1,宜蘭縣政府南偏東方  34.1  公里 (位於宜蘭縣近海)(宜蘭縣近海),3
小區域有感地震,2020-05-23 08:16:27,121.88,24.45,3.6,11.7,宜蘭縣政府南偏東方  33.3  公里 (位於宜蘭縣近海)(宜蘭縣近海),4
小區域有感地震,2020-05-20 00:50:49,120.52,23.12,4,9.1,臺南市政府東偏北方  36.6  公里 (位於臺南市南化區)(臺南市南化區),3
小區域有感地震,2020-05-18 06:53:30,121.71,24.02,4.4,29.3,花蓮縣政府東偏北方  9.9  公里 (位於花蓮縣近海)(花蓮縣近海),3
小區域有感地震,2020-05-14 22:57:35,121.64,23.82,4.1,36.5,花蓮縣政府南方  19.1  公里 (位於花蓮縣近海)(花蓮縣近海),1
小區域有感地震,2020-05-11 20:35:07,120.75,23.65,3.5,14.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-11 20:32:52,120.76,23.65,3.8,13.9,南投縣政府南偏東方  29.1  公里 (位於南投縣竹山鎮)(南投縣竹山鎮),2
小區域有感地震,2020-05-09 16:51:09,121.3,23.13,3.8,14.2,花蓮縣政府南偏西方  100.7  公里 (位於花蓮縣富里鄉)(花蓮縣富里鄉),3
